artist,song_title,lyrics
Jennifer Lopez,If You Had My Love,love gave trust would comfort somehow knew love would untrue would lie call baby give got first take cheatin tell trust trust refuse let play fool yeah yeah said could possibly spend eternity said could possibly spend eternity yeah yeah yeah yeah see told said want fulfilling dream want fulfilling dream yeah yeah yeah yeah really want bae love gave trust would comfort would comfort tell baby somehow knew love would untrue yeah knew would lie call baby said want love got first thing need know wan live give need feel true love got end yeah want trying get want want trying get yeah yeah yeah yeah end unhappy need hurt need pain give give yeah yeah yeah yeah know truth spend life love gave trust love gave trust would comfort would babe tell right somehow knew love would untrue need know untrue would lie call baby lie lie love gave trust gave would would comfort comfort ooh tell baby somehow knew love would untrue knew untrue would lie call baby would lie lie baby mmm yeah ooh ooh love gave trust would comfort would comfort tell baby somehow knew love would untrue would lie call baby lie call baby love gave trust love gave trust would comfort would gave somehow knew love would untrue tell would lie call baby lie call call baby love gave trust would comfort somehow knew love would untrue would lie call baby
Jennifer Lopez,Jenny from the Block,child grow woman producing men working stealing everyone got make living south side bronx south side bronx fooled rock got still still jenny block used little lot matter know came bronx fooled rock got still still jenny block used little lot matter know came south side bronx bronx living color movie script headline clip stay grounded amount roll real thought told real real even oprah real nothing phony hate get see south side bronx fooled rock got still still jenny block used little lot matter know came bronx fooled rock got still still jenny block used little lot matter know came south side bronx bronx earth like rocking business grown much control loving rumor got laughin kid love life public put god first forget stay real real like breathin yeah south side bronx fooled rock got still still jenny block used little lot matter know came bronx fooled rock got still still jenny block used little lot matter know came south bronx south side bronx flip boricua south bronx south side bronx flip happened south bronx south side bronx flip boricua house happened south bronx south side bronx everyone got make living alright bring back fooled rock got still still jenny block used little lot matter know came bronx fooled rock got still still jenny block used little lot south side bronx matter know came south side bronx bronx fooled rock got still still jenny block used little lot south side bronx matter know came south side bronx bronx dont fooled rock got still still jenny block used little lot south side bronx matter know came south side bronx bronx
Jennifer Lopez,Ni Tú Ni Yo,gente zona mejor que suena ahora jlo como vida amor así nace nada convierte todo nunca imaginé enamorarme así tenías previsto sentir amor amor así inspirador cautivador conmovedor provocador veces tentación amor así controlador dictador emocionante apasionante depredador haremos caso gente ellos saben que siente cuando estamos junto no dimos cuenta que hicimos corazón testigo dime qué fue que pasó tenemos control nada que hagamos ahora inmoral porque cupido flechó amor inmortal entonces inmortalidad no eligió tus labios son agua pura mirada refleja kamasutra gusta cama pero prefiero tuya amor así inspirador cautivador conmovedor provocador veces tentación amor así controlador dictador emocionante apasionante depredador haremos caso gente ellos saben que siente cuando estamos junto no dimos cuenta que hicimos corazón testigo dime qué fue que pasó tenemos control que sea que dios quiera quiero vivir contigo hacemos manera porque mismo que sea que dios quiera quiero vivir contigo hacemos manera haremos caso gente ellos saben que siente cuando estamos junto no dimos cuenta que hicimos corazón testigo dime qué fue que pasó tenemos control tenemos control que sea que dios quiera motif dije hacemos manera magnus pero esta vez con jlo que sea que dios quiera mejor que suena ahora hacemos manera desde cuba vamos ver hasta que suba
Jennifer Lopez,On the Floor,jlo sabes más nada new generation worldwide party people yeah get floor dale get floor redone let introduce party people club loose loose everybody know get chain babe truth truth like inception play brain sleep snooze snooze play game get confused lose yeah pump back like tonka truck dale hard got get floor hey party freak step floor yeah animal tear floor break sweat floor yeah work floor stop keep movin put drink woo pick body drop floor hey let rhythm change world floor hahaha know runnin shit tonight floor brazil morocco london ibiza straight new york vega africa dale dance night away live life stay young floor hahaha dance night away grab somebody drink little así mismo así gusta así gusta así gusta tonight gon floor woo tonight gon floor rocking know got clap hand floor hey keep rockin rock floor yeah criminal kill floor steal quick floor floor yeah stop keep movin put drink woo gettin ill gettin sick floor hey never quit never rest floor yeah wrong probably die floor brazil morocco london ibiza straight new york vega africa dale dance night away live life stay young floor dale así gusta dance night away grab somebody drink little dale así gusta así gusta así gusta tonight gon floor let rock tonight gon floor let rock tonight gon floor tonight gon floor woo badonkadonk like trunk full bass old school chevy seven tray donkey donk yeah need vodka chonky coke watch chick gon get donkey kong hahaha baby ready thing get heavy get floor act fool let dale believe bet hahaha name keith see sweat hahaha miami new york say get floor woo dance night away live life stay young floor dance night away grab somebody drink little let rock tonight gon floor let rock tonight gon floor woo tonight gon floor let rock tonight gon floor woo tonight gon floor tonight gon floor
Jennifer Lopez,Waiting for Tonight,yeah like movie scene sweetest dream pictured together feel lip fingertip say even better ever thought could possibly perfect passion setting free sadness tear cried spent life waiting tonight would arm waiting tonight dreamed love long waiting tonight tender word say take breath away love leave never found sacred place lost embrace want stay forever think day sun used set empty heart alone bed tossing turning emotion strong knew hold waiting tonight would arm waiting tonight dreamed love long waiting tonight would arm waiting tonight dreamed love long waiting tonight gone day sun used set empty heart alone bed tossing turning emotion strong knew hold waiting tonight would arm waiting tonight dreamed love long waiting tonight tonight tonight would arm waiting tonight tonight tonight dreamed love long waiting tonight would arm waiting tonight tonight tonight dreamed love long waiting tonight
Jill Scott,A Long Walk,pleased really dig company style smile peace mentality lord mercy blind see king supposed baby feel free come let take long walk around park dark find spot spark conversation verbal elation stimulation share situation temptation education relaxation elevation maybe talk surah background squeaky clean shit sometimes got swim upstream saint sinner put good foot make soul winner respect man phat plus supreme humble man numb feeling feel everything bring let take long walk around park dark find spot spark conversation verbal elation stimulation share situation temptation education relaxation elevation maybe talk revelation maybe see movie maybe see play saturday maybe roll tree feel breeze listen symphony maybe chill maybe maybe take cruise listen root maybe eat passionfruit maybe cry blue maybe could silent come come let take long walk around park dark find spot spark conversation verbal elation stimulation share situation temptation education relaxation elevation maybe talk psalm entirety let take long walk around park dark find spot spark conversation verbal elation stimulation share situation temptation education relaxation elevation maybe talk psalm entirety maybe see movie maybe see play saturday maybe roll tree feel breeze listen symphony maybe chill maybe maybe take cruise listen root maybe eat passionfruit maybe cry blue maybe could silent come come let take long walk around park dark find spot spark conversation verbal elation stimulation share situation temptation education relaxation elevation maybe baby maybe save nation come come
Jill Scott,Cross My Mind,running across mind across mind running across mind running across mind thinking wondering mean know wrong feeling strong let take second minute hour think thing thinking wondering mean know wrong feeling strong let take second minute hour think thing remember moment two used yeah reality honestly never good never good remember used
Jill Scott,Crown Royal,hand hip pull right back catch thrust give right back deep breathing grab braid arch back high diesel engine squirting mad oil floor till speaker start boil flip shit quick slip hip dip twisted hand lip tongue trick thick thick crown royal ice crown royal ice ice crown royal ice crown royal ice ice hand hip pull right back catch thrust give right back give right back deep breathing breathing grab braid arch back high diesel engine squirting mad oil floor till speaker start boil flip shit quick slip hip dip twisted hand lip tongue trick thick thick crown royal ice crown royal ice crown royal ice crown royal ice mmm got ice baby
Jill Scott,Fool’s Gold,silly dear thinking stay gave heart ran away either stupid foolish playing seems never really meant thought would try something new wanted find could live happy without turned living would never known played along living dream believing thing true believe ever believed chasing fool gold chasing fool gold chasing fool gold somewhere deep inside knew right breaking spell plan never devised would forever living would living forever fool living dream believing thing true believe ever believed chasing fool gold chasing fool gold chasing fool gold bit apple took wooden nickel blinded core went wrong door living dream believing thing true living dream believe ever believed believe chasing fool gold ever believed chasing fool gold chasing fool gold chasing fool gold fool gold living dream believing thing true living dream believe ever believed believe ever believed chasing fool gold chasing fool gold chasing fool gold chasing fool gold living dream believing thing true believe ever believed chasing fool gold chasing fool gold chasing fool gold
Jill Scott,Golden,hey hey yeah yeah yeah yeah yeah yeah yeah yeah taking freedom pulling shelf putting chain wear around neck taking freedom putting car wherever choose take far livin life like golden livin life like golden livin life like golden livin life like golden livin life like golden livin life like golden golden livin life like golden livin life like golden livin life like golden livin life like golden livin life like golden golden taking freedom putting song singing loud strong grooving day long taking freedom putting stroll high steppin letting joy unfold livin life like golden livin life like golden livin life like golden livin life like golden livin life like golden livin life like golden golden livin life like golden livin life like golden livin life like golden livin life like golden livin life like golden golden holding freedom take born come naturally strumming freedom playing god representing glory hope proud livin life like golden livin life like golden livin life like golden livin life like golden livin life like golden livin life like golden golden livin life like golden livin life like golden livin life like golden livin life like golden livin life like golden golden living life like golden golden golden golden golden golden living life like golden golden golden golden golden golden livin life like golden livin life like golden livin life like golden livin life like golden livin life like golden livin life like golden golden livin life like golden livin life like golden livin life like golden livin life like golden livin life like golden golden livin life like golden really matter ohhh living life like golden golden golden golden golden golden living life like golden golden golden golden golden golden living life like golden golden golden golden golden golden living life like golden golden golden golden golden golden
Jill Scott,He Loves Me (Lyzel in E Flat),love especially different every time keep foot happily excited cologne hand smile intelligence woo court tease please school give thing think ignite invite write love like incite ooh ooh ooh ooh love love especially especially different every time keep keep foot foot happily excited cologne hand smile intelligence woo court tease please school give thing think invite ignite write love like incite ooohhh different special different special every way imaginable love hair follicle toenail got feeling like breeze easy free lovely new touch control touch hold emotion inside feel ahh ahh ahh ahh
Jill Scott,Jahraymecofasola,bout jahraymecofasola bout jahraymecofasolawell way realized gift racked mind supposed hit kissed love air hugged rain fall put infinity melody see sound sound like jahraymecofasola sound like jahraymecofasola sound like jahraymecofasolaoooh almost million mile still contain make glow make glow people look wooouuuuh think star love give made sound like sound like jahraymecofasola sound like jahraymecofasola sound like jahraymecofasolammmmmmm
Jill Scott,Love Rain,love rain love rain love rain love rain met thursday sunny afternoon cumulus cloud eighty four degree brown deep said wanted talk mission listen past life word took long walk place butterfly rest easy talked moses mumia reparation blue color memory shell topped adidas fresh like summer peach sweet mind like block party penny candy nice warm jacket umbrella warm night would watch star would physically give every one felt like cayenne pepper red hot spicy felt dizzy near heaven mile thigh better love made delicious tongue tied could hear rhythm thought sharp horn section boom bip love love rain rain fallin slowly sweetly stinging eye could see became voodoo priest faithful concubine wide open wide loose like bowel collard green mistake made love slipped lip dripped chin landed lap became new non clairvoyant love made coochie easy obvious invisible rain falling could see season changing vibe slipping axis beautiful melody became wildly staccato rain falling could see plowed sowed fertilized left drown sunny afternoon cumulus cloud eighty four degree melody love rain love rain wide open wide loose mistake made love slipped lip dripped chin landed lap became new clairvoyant love made fool never true want let know make mockery something incredible beautiful honestly love love rain love rain love rain
Jill Scott,Say Yes To This,stand woman talking man know man deepest sweetest part pretend want always reason try navigate around dream coming fruition need decision cause standing soul hand everybody want think could happy baby ever lovin woman ever lovin man angel best friend wait minute say gon say gon say ooh say believe say conceive oooh say say gon say say say baby say yes ooh wide open dress hey baby thing perfection offering love genuine connection loyalty affection looking everywhere every road lead directiondo play play cause ever say nay freak technique epitome lady element surprise call eureka make buzz put bass tweeter ooooh standing heart hand baby baby understand could happy ever lovin woman ever lovin man angel best friend say gon say say standing baby say say say say love love baby say say say say say stand woman talking man appears bullshit better get grip better get quick trying help
Jill Scott,The Way,woke morning smile face jumped bed took shower dressed cleaned place made breakfast toast two scrambled egg grit grabbed key grabbed purse grabbed jacket work beaming way way love baby way love baby yeah wait get home know comin nah girl got something else damn jill frontin girl real ahead really get groove tonight man coming word yeah gon connect time cool understand much like shake thing dance floor got another nasty freaky right way mind tonight gon beat high score way love baby yeah way love baby baby way love baby way way love baby
Jodeci,Come & Talk to Me,watching baby long time look good got eye watching long trying get nerve built strong really want meet kind scared kind lady much class get thought together next day see lady forget say eye hair beautiful tone way dress walk really turn ooh really turn come come come come talk really want meet talk really want know come talk really want meet talk really want know smile day wan know make feel way wish could grab tell mean see walking way really make day sleep dream single man hope single seek something set mind free curiosity bugging hell outta baby talk talk talk baby come talk really want meet talk really want know come talk really want meet talk really want know wan know wan tell name let play game wan know wan tell name let play game wan know wan tell name let play game come talk really want meet talk really want know come talk really want meet talk really want know come talk really want meet talk really want know come talk really want meet talk really want know wan know wan tell name let play game wan know wan tell name let play game wan know wan tell name let play game wan know wan tell name let play game
Jodeci,Cry for You,lady cry tonight ooh ooh lady cry tonight tonight help baby help baby yes know else say know else say help sing jojo right yes cry lady sometimes pillow get wet tear one call want back baby ooh yeah baby begging baby begging begging baby said beggin baby begging baby begging begging baby lord mercy say begging baby begging baby begging begging baby take give damn anymore baby baby begging baby begging begging baby come back come back anybody know talking somebody anybody jodeci let say yeah baby begging baby begging begging baby
Jodeci,Feenin’,hit chronic world could even mess ultimate high know saying baby check take money house car one hit baby baby makin love every time girl worse drug addict know leave alone got feenin feenin got feenin feenin got going crazy leave alone got feenin girl feenin said feenin mind blown baby girl strung wish tomorrow girl need near wan make night hold tight girl alright leave alone got feenin feenin got feenin feenin girl got everything need got everything need leave alone got feenin girl feenin lady hooked girl hooked nothing else rather nothing else rather spend last dime money drop time know surely girl without doubt honey without doubt know got strung need joy joy joy joy got feenin got feenin got feenin yes leave alone got feenin got going crazy baby girl feenin got going crazy baby leave alone got feenin said got feenin feenin got feenin feenin leave alone got feenin girl got going crazy girl feenin girl got going crazy yeah leave alone got feenin said got feenin feenin got feenin feenin know else leave alone got feenin girl feenin leave alone got feenin feenin got feenin feenin leave alone got feenin girl feenin leave alone
Jodeci,Forever My Lady,woo forever forever forever baby mean much nothing precious raise family doubt mind count never let lady believe never fall apart knew right start baby baby day fell far love baby born healthy strong dream reality forever lady like dream holding close keeping warm ecstasy forever lady forever lady say mean forever ever pray see yes baby picture lady empty scene awful sight ever lose tell would life would meaning pray would always stay yeah never fall apart baby yeah yeah said knew right start baby hey day fell love far baby born healthy strong dream reality forever lady forever lady like dream know holding close keeping warm ecstasy forever lady forever lady yeah yeah yeah say mean say mean yes forever ever yeah pray see lady never fall apart said made said made start day fell far love baby born healthy strong dream reality yeah yeah yeah forever lady yeah babe forever lady woo ooh said pray every night baby forever lady every day week like dream yeah yeah holding close keeping warm keeping warm ecstasy
Jodeci,Freek’n You,tonight need body need body tonight got time girl whatever want would give baby tonight sorry yeah ooh wee tonight got mind got mind wan freek must say tell must must show much think freekin baby must say tell must yeah yeah show much think freekin could day could week even play another body would last freek hear everything say turned everything night close eye dream freekin tonight need body tonight need body baby tonight got time whatever want whatever need tonight sorry sorry baby baby tonight got mind whatever want baby fine fine must say must must show much think freekin think freekin must say yeah must yeah woah show much think freekin freek freek devante swing freek freek freek freek freek freek every freekin night every freekin day wan freek baby every freekin way every freekin day every freekin night wan freek girl body freekin tight every freekin night every freekin day wan freek baby every freekin way every freekin day every freekin night wan freek girl body freekin tight must say must prove love show much lickin body think freekin body body baby baby must say must show much think freekin must say must show much think freekin think freekin wan freek wan freek wan freek think freekin wan freek wan freek wan freek wan freek think freekin think freekin think freekin
Jodeci,Freek’n You (Mr. Dalvin’s Freek Mix),take joint word ninety six year two thousand going like cousin take halfdozens chickenheads get pluckin uhh like baby
Jodeci,Love U 4 Life,promise made thing told said never leave together eternity past know love last lady lady give come close door let show could could please tell believe love hey promise give wan love life yes love live ooh believe love hey hey promise give wan love life love live ooh ooh know thing rough faith strong enough heart built last heart beating fast know understand wan take hand walk aisle live life give come close door let show could please tell believe love baby baby tell promise give wan know yeah wan love life love love love live believe love promise give wan love life said wan said wan said wan said wan know love live hey want know real hey hey hey feeling feel want know want know real tell believe love baby yeah yeah baby promise give wan love life love live yeah believe love promise give wan love wan love life yes love live believe love promise give wan love life love live believe love promise give wan love life love live believe love promise give wan love life love live believe love promise give wan love life
Jodeci,My Heart Belongs to U,devante baby whatever want whatever need know got give jodeci whenever want want anything want hey hey got time want give jojo check heart belongs two three four hey love girl life dreamin yes desire wan give much thing give take love baby dear whatever want whatever need ooh yeah heart belongs whatever want baby whatever need nothing say whatever baby say whatever want heart belongs say whatever need ooh ooh ooh baby right lifetime find someone like gon gon give much give lady lady lady lovin much baby sin whatever want baby whatever need ooh yeah heart belongs heart belongs whatever need whatever need baby nothing say whatever want yeah yeah yeah yeah yeah heart belongs yeah yeah yeah say whatever need yeah right anything anything anything want morning whenever want make difference evening evening whenever need late midnight hour night fall know got know got pick phone dial number baby call call know whatever want whatever want baby whatever need know know heart belongs heart whatever need whatever need nothing nothing baby love say whatever want nothing baby love heart belongs heart say whatever need ooh yeah right whatever need heart belong whatever need nothing say whatever want heart belongs say whatever need right
Jodeci,Stay,talk listen first honest baby lied told never wanted see please stay babe hey tonight maybe something like make love watch sunrise listen jojo sing slide close baby let devante feel feel sexy good sorry left left cry since gone alone tear know left drowning please baby begging stay home tonight let start love start love tonight could friend know sun know going baby stay little baby baby stay baby stay little baby stay little baby stay ooh babe check baby stay ooh yeah ooh yeah thinking thing used babe haha tonight tonight lady mine ooh yeah let try put trust line tonight let start love start love tonight friend know sun sun going baby stay little forget yesterday stay baby stay baby stay little sorry left baby baby stay yes yes little sorry left cry baby baby stay yes yes little want baby baby forget yesterday want bad make love like never love coming baby stay little baby stay little sorry done wrong wrong really need come back home bended knee begging please stay come back come back come back yeah yeah yeah
Jodeci,U & I,ahh ahh tan bueno saber que sientes igual vamos hacer esta noche especial hey ayy papi papi love baby nada ma amo jojo could tell word feel could stop could make hear would tell story could live never die could one love could strong said would strong would never stop could reach top say right understand got know feel guess feel tell feel story long guess said real deal could one love could strong know talking baby would never stop would never stop could reach top check baby know love baby take story never end ooh baby take could one take love see could strong could make love take would never stop would never stop take could reach top could make love night yes take would strong baby would strong let tell feel love love know love need baby know love need baby
John Mayer,Daughters,know girl put color inside world like maze wall continually change done stand step heart hand starting see maybe got nothing father good daughter daughter love like girl become lover turn mother mother good daughter see skin standing since day saw walking away left cleaning mess made father good daughter daughter love like girl become lover turn mother mother good daughter boy break find much take boy strong boy soldier boy would gone without warmth woman good good heart behalf every man looking every girl guide weight world father good daughter daughter love like girl become lover turn mother mother good daughter mother good daughter mother good daughter
John Mayer,Gravity,gravity working gravity want bring never know make man love heart stand dream way throw away woah woah gravity working gravity want bring twice much twice good sustain like one half could wanting gon send knee twice much twice good sustain like one half could wanting gon send knee woah woah gravity stay hell away woah woah gravity taken better men keep light keep light keep light come keep light come keep light come keep keep light
John Mayer,Heartbreak Warfare,lightning strike inside chest keep night dream way make understand pain cloud sulfur air bomb falling everywhere heartbreak warfare want begin one really ever win heartbreak warfare want love say want love say drop name push twist knife watch face pretend feel pain pain pain cloud sulfur air bomb falling everywhere heartbreak warfare want begin one really ever win heartbreak warfare want love say want love say say come way know high get see far fall god know much love let break heart heartbreak care sleep tonight let fix whole thing swear god gon get right lay weapon red wine ambien talking shit heartbreak warfare good know game disappointment name heartbreak heartbreak heartbreak warfare heartbreak warfare heartbreak warfare
John Mayer,In the Blood,much mother mother left much love insane degree feeling never good enough wash water always blood much father destined become dim light inside satisfy someone let woman kill away jealous love wash water always blood feel love want feel love need never gon come way could change wanted rise flood wash water always blood much like brother brother wan broken home become another broken family like nobody ever could wash water always blood feel love want feel love need never gon come way could change wanted rise flood wash water always blood feel love want feel love need never gon come way could change wanted rise flood wash water always blood
John Mayer,New Light,boy phone lighting inside drawer home alone pushing friend zone talk walk away every day think twice maybe right doubt give one night gon see new light yeah give one night meet underneath moonlight want take two want break wan know real thing see new light take ride malibu wan sit look look would matter friend knew care people say anyway far make new world together babe give one night gon see new light yeah give one night meet underneath moonlight want take two want break wan know real thing see new light yeah give one night gon see new light yeah give one night meet underneath moonlight love runnin vein love runnin vein love runnin vein ooh yeah
John Mayer,Paper Doll,paper doll come try step black chiffon dress gold blue sure fun good one made fall winter run bit small mint green new spring love cost thing like twenty two girl one none know running far fall little paper doll fold scarf moroccan red tie hair behind head strap heel hurt shoulda kept undershirt like twenty two girl one none know running far fall little paper doll cut cord pull string make angel wing angel wing fly someone going paint another sky like twenty two girl one none know running far fall far fall
John Mayer,Say,take wasted honor every little past frustration take called problem better put quotation say need say say need say say need say say need saysay need say say need say say need say say need say walking like one man army fighting shadow head living old moment knowing better instead could say need say say need say say need say say need say say need say say need say say need say say need say fear giving fear giving better know end better say much never say need say even hand shaking faith broken even eye closing heart wide open say need say say need say say need say say need saysay need say say need say say need say say need say need say need say say need say say need say say need saysay need say say need say say need say say need saysay need say say need say say need say say need saysay need say say need say say need say say need say
John Mayer,Slow Dancing in a Burning Room,silly little moment storm calm deep dyin breath love workin seem hold like want feel arm nobody gon come save pulled many false alarm goin see goin know doomed dear slow dancin burnin room one always dreamed one tried draw dare say nothin baby light ever saw make sadness bitch try hit hurt leave feelin dirty understand goin see goin know doomed dear slow dancin burnin room cry cry cry dear slow dancin burnin room burnin room burnin room burnin room burnin room think oughta know think shoulda learned somehow think oughta know think shoulda learned somehow think oughta know think shoulda learned somehow
John Mayer,Stop This Train,color blind know world black white try keep open mind sleep tonight stop train want get home take speed moving know honestly someone stop train know else say want see parent one generation length away fighting life stop train want get home take speed moving know honestly someone stop train scared getting older good young play number game find way say life begun talk old man said help understand said turn renegotiate stop train minute change place think could ever understand tried hand john honestly never stop train good feel like still around still safe sound miss thing cry driving away dark singing stop train want get home take speed moving know see never stop train
John Mayer,Waiting on the World to Change,one two one two three friend misunderstood say stand nothing way ever could see everything going wrong world lead feel like mean rise beat keep waiting waiting waiting world change keep waiting waiting waiting world change hard beat system standing distance keep waiting waiting waiting world change power bring neighbor home war would never missed christmas ribbon door trust television get got information bend want waiting waiting waiting world change keep waiting waiting waiting world change care know fight fair keep waiting waiting waiting world change still waiting waiting waiting world change keep waiting waiting waiting world change one day generation gon rule population keep waiting waiting waiting world change keep waiting waiting waiting world change keep waiting waiting waiting world change waiting world change waiting world change waiting world change
Johnny Cash,Cocaine Blues (At Folsom Prison),early one morning making round took shot cocaine shot woman went right home went bed stuck loving beneath head got next morning grabbed gun took shot cocaine away run made good run run slow overtook juarez mexico laid hot joint taking pill walked sheriff jericho hill said willy lee name jack brown dirty hack shot woman yes yes name willy lee got warrant read shot made slow thought daddy five arrested dressed black put train took back friend bail slapped dried carcass county jail early next morning half past nine spied sheriff coming line hocked coughed cleared throat said come dirty hack district court courtroom trial began handled twelve honest men jury started saw little judge commence look five minute walked man holding verdict right hand verdict read first degree hollered lordy lordy mercy judge smiled picked pen ninety nine year folsom pen ninety nine year underneath ground forget day shot bad bitch come got listen unto lay whiskey let cocaine men reception matlock batshelter reception gon album yeah doubt
Johnny Cash,Folsom Prison Blues,hear train comin rolling bend seen sunshine since know stuck folsom prison time keep draggin train keep rollin san antone baby mama told son always good boy ever play gun shot man reno watch die hear whistle blowin hang head cry bet rich folk eatin fancy dining car probably drinkin coffee smoking big cigar well know coming know free people keep movin torture well freed prison railroad train mine bet move little farther line far folsom prison want stay let lonesome whistle blow blue away
Johnny Cash,God’s Gonna Cut You Down,well goodness gracious let tell news head wet midnight dew bended knee talkin man galilee spoke voice sweet thought heard shuffle angel foot called name heart stood still said john tell long tongue liar tell midnight rider tell rambler gambler back biter tell god gon cut tell god gon cut run long time run long time run long time sooner later god cut sooner later god cut well may throw rock hide hand workin dark fellow man sure god made black white done dark brought light run long time run long time run long time sooner later god cut sooner later god cut tell long tongue liar tell midnight rider tell rambler gambler back biter tell god gon cut tell god gon cut tell god gon cut
Johnny Cash,Hurt,hurt today see still feel focus pain thing real needle tear hole old familiar sting try kill away remember everything become sweetest friend everyone know go away end could empire dirt let make hurt wear crown thorn upon liar chair full broken thought repair beneath stain time feeling disappear someone else still right become sweetest friend everyone know go away end could empire dirt let make hurt could start million mile away would keep would find way
Johnny Cash,I Walk The Line,keep close watch heart mine keep eye wide open time keep end tie bind mine walk line find easy true find alone day yes admit fool mine walk line sure night dark day light keep mind day night happiness known prof right mine walk line got way keep side give cause love hide know even try turn tide mine walk line keep close watch heart mine keep eye wide open time keep end tie bind mine walk line
Johnny Cash,I’ve Been Everywhere,totin pack along dusty winnemucca road along came semi high canvas covered load goin winnemucca mack ride climbed cab settled inside asked seen road much dust sand said listen traveled every road land everywhere man everywhere man crossed desert bare man breathed mountain air man travel share man everywhere reno chicago fargo minnesota buffalo toronto winslow sarasota wichita tulsa ottawa oklahoma tampa panama mattawa paloma bangor baltimore salvador amarillo tocopilla barranquilla padilla killer everywhere man everywhere man crossed desert bare man breathed mountain air man travel share man everywhere boston charleston dayton louisiana washington houston kingston texarkana monterey faraday santa tallapoosa glen rock black rock little rock oskaloosa tennessee tennessee chicopee spirit lake grand lake devil lake crater lake pete sake everywhere man everywhere man crossed desert bare man breathed mountain air man travel share man everywhere louisville nashville knoxville ombabika schefferville jacksonville waterville costa rica pittsfield springfield bakersfield shreveport hackensack cadillac fond lac davenport idaho jellico argentina diamantina pasadena catalina see mean everywhere man everywhere man crossed desert bare man breathed mountain air man travel share man everywhere pittsburgh parkersburg gravelbourg colorado ellensburg rexburg vicksburg dorado larimore admore haverstraw chatanika chaska nebraska alaska opelaka baraboo waterloo kalamazoo kansa city sioux city cedar city dodge city pity everywhere man everywhere man crossed desert bare man breathed mountain air man travel share man everywhere everywhere
Johnny Cash,Jackson,got married fever hotter pepper sprout talkin jackson ever since fire went going jackson gon mess around yeah goin jackson look jackson town well jackson ahead wreck health play hand big talkin man make big fool yeah jackson comb hair honey gon snowball jackson see care breeze city people gon stoop bow hah woman gon make teach know goin jackson turn loose coat goin jackson goodbye wrote laugh jackson dancin pony keg lead town like scolded hound tail tucked leg yeah jackson big talkin man waitin jackson behind japan fan well got married fever hotter pepper sprout talkin jackson ever since fire went goin jackson fact yeah goin jackson never comin back well got married fever hotter pepper sprout honey talkin jackson ever since fire went
Johnny Cash,Ring of Fire,fell burning ring fire went flame went higher burn burn burn ring fire ring fire fell burning ring fire went flame went higher burn burn burn ring fire ring fire taste love sweet heart like meet fell like child fire went wild fell burning ring fire went flame went higher burn burn burn ring fire ring fire fell burning ring fire went flame went higher burn burn burn ring fire ring fire burn burn burn ring fire ring fire ring fire ring fire ring fire ring
Johnny Cash,The Man Comes Around,heard noise thunder one four beast saying see saw behold white horse man goin takin name decides free blame everybody treated golden ladder reachin man come around hair arm stand terror sip sup partake last offered cup disappear potter ground man come around hear trumpet hear piper one hundred million angel singin multitude marchin big kettledrum voice callin voice cryin born dyin alpha omega kingdom come whirlwind thorn tree virgin trimming wick whirlwind thorn tree hard thee kick prick till armageddon shalam shalom father hen call chicken home wise men bow throne foot cast golden crown man come around whoever unjust let unjust still whoever righteous let righteous still whoever filthy let filthy still listen word long written man come around hear trumpet hear piper one hundred million angel singin multitude marchin big kettledrum voice callin voice cryin born dyin alpha omega kingdom come whirlwind thorn tree virgin trimming wick whirlwind thorn tree hard thee kick prick measured hundredweight penny pound man come around heard voice midst four beast looked behold pale horse name sat death hell followed
Johnny Cash,You Are My Sunshine,night dear lay sleeping dreamed held arm awoke dear mistaken bowed head cried sunshine sunshine make happy sky gray never know dear much love please take sunshine away always loved made happy nothing else could come left love another shattered dream sunshine sunshine make happy sky gray never know dear much love please take sunshine away always hated third laughter nice short version wan pick alright good got short version might another take well tell let uhm well feel like song song laughter care care short feel like song song pleasure two minute recorded song two minute huge hit got time
Joji,ATTENTION,girl would kill throw little bit attention hurt afraid god gon teach lesson would hate said goodbye quick could eat dust would hate ran like hell wind dawn dusk cry waste time boy never liked obvious keep light keep light thought vocalize trouble nobody listen know cryptic weird shit come indifferent wan die young got much smile camera smile smile would hate said goodbye quick could eat dust would hate ran like hell wind dawn dusk cry waste time boy never liked
Joji,Demons,yuh got sus runnin fuck got look spotted yuh got sus runnin fuck got look spotted taking heart taking heart know come know come come alright alright alright alright alright alright alright ayy ayy ayy demon told everything whisper night ayy ayy ayy threat promise nope promise threat promise warning baby want know summer caved fallin trench behaving skrt behaving behaving look look got die soon behave got die soon behave shh quiet threat promise nope promise threat promise yuh yuh yuh warning baby want know please let let seen enough seen enough seen enough sound good
Joji,Glimpse of Us,sight mind sometimes look eye find glimpse try fall touch thinkin way said fine said moved passing time arm hopin find glimpse ooh ooh ooh ooh ooh ooh ooh ooh sometimes look eye find glimpse try fall touch thinkin way said fine said moved passing time arm hopin find glimpse
Joji,I Don’t Wanna Waste My Time,wan waste time side really think god see hide got talk nothing nice wan come got know nothing got know star collide relieve soul feel alive know let read lip know feel cold promise heart made gold wan waste time make decide mind need need know sun go got know nothing got know star collide relieve soul feel alive know let read lip know feel cold promise heart made gold
Joji,Run,know love like used guess one like used think run know stuck misery guess enough like used think run traveled country traveled country get know love know love know love
